Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-3555,B-3078,clothing,women s clothing,lingerie sleep swimwear,2.5,7/1/2019,512.0
P-4120,B-1065,jewellery,rings,unknown,2.0,7/1/2017,393.0
P-523,B-127,clothing,women s clothing,lingerie sleep swimwear,4.3,25/3/2019,373.0
P-10663,B-2797,kitchen dining,coffee mugs,stylestuffs coffee mugs,3.5,26/6/2018,192.0
P-1971,B-3078,footwear,women s footwear,ballerinas,1.9,6/1/2015,493.0
P-6164,B-3078,clothing,women s clothing,western wear,3.8,1/12/2018,979.0
P-11218,B-2372,clothing,women s clothing,western wear,4.9,30/12/2018,471.0
P-6810,B-2679,clothing,women s clothing,western wear,4.5,12/12/2013,472.0
P-1517,B-3078,beauty and personal care,fragrances,deodorants,2.0,1/12/2012,396.0
P-2062,B-3078,beauty and personal care,makeup,vanity boxes,3.0,3/1/2014,389.0
P-8705,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,5.0,1/12/2012,293.0
P-10789,B-2853,automotive,accessories spare parts,car electronics accessories,4.3,1/12/2012,391.0
P-7009,B-1851,clothing,women s clothing,western wear,2.9,3/3/2017,297.0
P-2442,B-588,sports fitness,outdoor adventure,camping hiking,4.0,28/2/2020,4491.0
P-10010,B-2626,clothing,women s clothing,western wear,1.5,10/5/2013,476.0
P-9818,B-2564,jewellery,rings,unknown,4.5,1/1/2020,30778.0
P-756,B-133,automotive,accessories spare parts,car interior exterior,4.8,1/12/2014,1593.0
P-2779,B-3078,clothing,women s clothing,western wear,2.8,4/12/2019,717.0
P-9154,B-2347,computers,laptop accessories,batteries,4.1,7/1/2016,2037.0
P-215,B-3078,clothing,men s clothing,winter seasonal wear,4.1,6/1/2013,1186.0
P-11884,B-3197,jewellery,jewellery sets,unknown,1.5,20/12/2012,791.0
P-4216,B-3078,clothing,women s clothing,ethnic wear,1.3,30/12/2016,586.0
P-6608,B-2355,clothing,women s clothing,lingerie sleep swimwear,4.6,7/1/2017,305.0
P-4842,B-3078,clothing,women s clothing,western wear,2.4,7/1/2018,444.0
P-11243,B-3078,footwear,men s footwear,casual shoes,3.1,29/12/2012,1598.0
P-12387,B-449,clothing,women s clothing,lingerie sleep swimwear,4.3,7/1/2019,142.0
P-4272,B-2372,clothing,women s clothing,western wear,2.9,30/12/2012,447.0
P-1758,B-374,mobiles accessories,tablet accessories,cases covers,1.1,31/12/2012,221.0
P-11882,B-3197,jewellery,bangles bracelets armlets,bangles,1.3,30/12/2013,479.0
P-5143,B-1365,watches,wrist watches,italian fashion wrist watches,2.0,24/4/2020,545.0
P-8043,B-3078,clothing,kids clothing,girls wear,4.0,12/12/2017,448.0
P-10468,B-2741,automotive,accessories spare parts,spares performance parts,3.7,31/12/2012,871.0
P-1419,B-249,clothing,men s clothing,accessories combo sets,3.2,16/4/2015,340.0
P-3417,B-882,kitchen dining,housekeeping laundry,bathroom accessories,4.5,22/3/2017,1289.0
P-5194,B-2372,clothing,men s clothing,shirts,3.7,6/12/2012,1392.0
P-12318,B-3078,beauty and personal care,fragrances,deodorants,2.2,1/12/2019,311.0
P-8087,B-2136,watches,wrist watches,palito wrist watches,2.8,24/4/2017,190.0
P-4608,B-1222,automotive,car bike accessories,car interior exterior,3.1,9/6/2014,993.0
P-8587,B-3078,kitchen dining,coffee mugs,printland coffee mugs,2.9,1/12/2019,198.0
P-9338,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,3.2,1/12/2013,196.0
P-9460,B-2444,toys school supplies,musical instruments toys,rrenterprizes musical instruments toys,1.6,24/4/2018,1492.0
P-11070,B-2937,mobiles accessories,tablet accessories,cases covers,2.4,20/12/2015,547.0
P-5627,B-1499,home decor festive needs,wall decor clocks,paintings,3.7,31/12/2012,1627.0
P-5939,B-3078,clothing,men s clothing,winter seasonal wear,3.9,31/12/2016,896.0
P-9740,B-2538,home decor festive needs,table decor handicrafts,showpieces,1.4,4/1/2014,1167.0
P-2949,B-751,jewellery,rings,unknown,3.0,1/1/2013,26992.0
P-4331,B-3078,clothing,women s clothing,western wear,4.3,7/1/2015,293.0
P-9535,B-1805,clothing,women s clothing,lingerie sleep swimwear,2.7,7/1/2013,269.0
P-2914,B-3078,toys school supplies,school supplies,geometry pencil boxes,2.5,1/12/2019,359.0
P-6138,B-3078,clothing,women s clothing,western wear,2.2,1/12/2016,690.0
P-3044,B-786,jewellery,necklaces chains,necklaces,3.7,1/12/2014,310.0
P-6020,B-3078,footwear,men s footwear,casual shoes,2.8,29/12/2016,1593.0
P-6650,B-1748,home decor festive needs,decorative lighting lamps,ceiling lamps,3.9,23/3/2019,791.0
P-2305,B-546,baby care,infant wear,baby girls clothes,1.8,29/4/2014,796.0
P-5167,B-2372,clothing,men s clothing,shirts,2.0,6/12/2014,1590.0
P-6808,B-3078,ebooks,academic texts,humanities,4.0,7/1/2020,7227.0
P-3679,B-945,favourite bikerz 3514 rad air filter ionic air f,unknown,unknown,3.7,19/4/2014,490.0
P-3086,B-793,furniture,living room,sofas sectionals,3.5,31/12/2012,60833.0
P-11739,B-3152,home furnishing,kitchen dining linen,table placemats,2.4,7/3/2019,447.0
P-1850,B-405,jewellery,rings,unknown,2.1,1/1/2014,26677.0
P-2391,B-2355,clothing,women s clothing,lingerie sleep swimwear,4.7,7/1/2018,176.0
P-7466,B-2000,gaming,gaming accessories,headphones with mic,3.6,10/5/2018,159.0
P-1777,B-2679,clothing,men s clothing,shirts,2.0,7/1/2013,1892.0
P-10028,B-3078,clothing,men s clothing,cargos shorts 3 4ths,5.0,4/1/2018,1166.0
P-11723,B-3149,automotive,accessories spare parts,car interior exterior,2.6,16/4/2019,442.0
P-349,B-88,automotive,accessories spare parts,car interior exterior,4.5,10/5/2013,190.0
P-10718,B-2821,tools hardware,tools,gardening tools,2.0,7/1/2017,349.0
P-1053,B-148,automotive,accessories spare parts,car electronics accessories,1.9,1/12/2019,247.0
P-4629,B-3078,clothing,women s clothing,western wear,1.7,1/12/2014,997.0
P-312,B-86,jewellery,necklaces chains,necklaces,4.5,1/12/2013,824.0
P-4883,B-1288,furniture,study home office furniture,portable laptop tables,4.3,23/4/2014,1394.0
P-11500,B-3078,bags wallets belts,bags,backpacks,3.6,1/1/2017,595.0
P-6193,B-3078,clothing,women s clothing,western wear,3.6,1/12/2017,903.0
P-12339,B-3078,clothing,men s clothing,winter seasonal wear,1.4,7/1/2016,899.0
P-2470,B-599,furniture,living room furniture,sofas sectionals,4.8,2/3/2019,19236.0
P-6436,B-3078,clothing,men s clothing,accessories combo sets,4.0,31/12/2017,951.0
P-3482,B-3078,clothing,women s clothing,western wear,1.6,7/1/2014,718.0
P-2015,B-2666,clothing,women s clothing,lingerie sleep swimwear,5.0,7/1/2020,333.0
P-8164,B-2151,jewellery,bangles bracelets armlets,bangles,5.0,30/12/2015,292.0
P-12043,B-3215,baby care,baby kids gifts,stickers,1.2,1/12/2018,3018.0
P-7370,B-1979,kitchen dining,cookware,pots pans,4.0,1/12/2013,469.0
P-9631,B-2504,home furnishing,bed linen,blankets quilts dohars,3.0,1/1/2020,1498.0
P-4902,B-2373,clothing,women s clothing,western wear,2.6,30/12/2013,492.0
P-3157,B-813,jewellery,necklaces chains,necklaces,2.7,1/12/2017,291.0
P-2457,B-2680,clothing,women s clothing,western wear,4.4,30/12/2014,496.0
P-6813,B-1815,mast harbour black synthetic clutch,unknown,unknown,1.8,4/4/2016,1896.0
P-2505,B-3078,clothing,women s clothing,western wear,4.4,1/1/2019,359.0
P-8763,B-2355,clothing,women s clothing,lingerie sleep swimwear,1.7,7/1/2013,399.0
P-8435,B-1154,clothing,women s clothing,lingerie sleep swimwear,3.9,7/1/2014,398.0
P-6046,B-3078,clothing,women s clothing,western wear,2.1,1/12/2015,889.0
P-10138,B-3078,toys school supplies,school supplies,geometry pencil boxes,2.5,1/12/2016,33.0
P-1900,B-405,jewellery,rings,unknown,1.2,1/1/2013,25366.0
P-8027,B-3078,beauty and personal care,combos and kits,oxyglow combos and kits,1.1,12/12/2018,454.0
P-12271,B-3271,sports fitness,fitness accessories,accessories,5.0,24/6/2018,709.0
P-11086,B-2201,clothing,women s clothing,lingerie sleep swimwear,5.0,7/1/2014,268.0
P-10406,B-2741,speedwav 216552 manual rear view mirror right,unknown,unknown,2.6,3/3/2018,717.0
P-2641,B-3078,watches,wrist watches,d signer wrist watches,2.0,4/12/2017,8544.0
P-7011,B-1853,home furnishing,cushions pillows covers,cushion covers,3.7,29/12/2017,691.0
P-8263,B-3078,watches,wrist watches,perucci wrist watches,1.3,12/12/2015,1386.0
P-5308,B-1417,jewellery,necklaces chains,necklaces,4.7,1/12/2019,409.0
P-2714,B-3078,clothing,women s clothing,western wear,4.9,1/1/2015,492.0
P-10438,B-2741,automotive,accessories spare parts,car interior exterior,3.6,21/4/2016,357.0
P-12498,B-3337,home furnishing,living,unknown,1.7,20/12/2013,448.0
P-4340,B-3078,beauty and personal care,makeup,vanity boxes,3.0,4/1/2014,783.0
P-5875,B-1536,clothing,kids clothing,girls wear,1.2,21/3/2015,209.0
P-3136,B-810,tools hardware,tools,gardening tools,2.7,7/1/2018,790.0
P-3198,B-825,home furnishing,bed linen,blankets quilts dohars,4.3,1/1/2014,993.0
P-6337,B-1654,footwear,women s footwear,heels,1.9,24/4/2019,2960.0
P-11525,B-3079,home furnishing,bed linen,blankets quilts dohars,5.0,1/1/2014,594.0
P-1033,B-3078,clothing,men s clothing,accessories combo sets,4.1,31/12/2019,489.0
P-1498,B-276,jewellery,accessories,brooches,1.4,28/2/2019,897.0
P-11949,B-3197,jewellery,jewellery sets,unknown,2.7,4/1/2019,642.0
P-7756,B-3078,clothing,men s clothing,t shirts,4.7,13/12/2012,277.0
P-10389,B-2741,automotive,accessories spare parts,spares performance parts,2.9,12/3/2018,588.0
P-1767,B-379,clothing,men s clothing,shirts,3.5,5/3/2019,369.0
P-12085,B-3222,jewellery,bangles bracelets armlets,bangles,3.1,30/12/2016,194.0
P-1549,B-294,baby care,infant wear,baby boys clothes,3.9,24/4/2014,499.0
P-2098,B-468,kitchen dining,consumables disposables,bowls,2.5,19/4/2013,692.0
P-5641,B-3078,beauty and personal care,fragrances,deodorants,5.0,1/12/2016,345.0
P-9826,B-2567,tools hardware,tools,hardware electricals,1.0,17/6/2017,265.0
P-9486,B-2451,home decor festive needs,showpieces,ethnic,1.2,1/12/2017,387.0
P-1127,B-169,footwear,kids infant footwear,for girls,3.3,5/4/2020,498.0
P-6406,B-3078,footwear,women s footwear,wedges,4.1,7/1/2019,429.0
P-4954,B-1309,home decor festive needs,table decor handicrafts,water fountains,1.8,1/12/2014,2821.0
P-10926,B-2895,computers,network components,routers,5.0,1/12/2019,1890.0
P-134,B-3078,clothing,women s clothing,western wear,2.7,6/1/2014,849.0
P-5394,B-1438,clothing,kids clothing,girls wear,1.5,18/3/2017,696.0
P-3342,B-863,clothing,women s clothing,western wear,4.3,3/3/2019,594.0
P-11869,B-3192,jewellery,bangles bracelets armlets,bangles,3.1,30/12/2019,529.0
P-3861,B-3078,footwear,women s footwear,heels,1.3,6/1/2019,797.0
P-6468,B-1685,bags wallets belts,bags,sling bags,4.7,30/4/2015,1295.0
P-5196,B-1378,jewellery,necklaces chains,necklaces,3.2,1/12/2016,341.0
P-7899,B-2106,computers,laptop accessories,usb gadgets,4.2,29/12/2015,1480.0
P-11515,B-3076,clothing,kids clothing,infants wear,1.5,13/4/2013,416.0
P-2511,B-615,baby care,infant wear,baby boys clothes,4.5,2/4/2015,289.0
P-7349,B-1970,clothing,kids clothing,girls wear,2.0,10/5/2019,892.0
P-9151,B-2344,clothing,men s clothing,shirts,2.6,19/6/2016,1252.0
P-1489,B-272,automotive,car bike accessories,bike essentials,4.1,17/6/2018,497.0
P-4706,B-1252,jewellery,necklaces chains,necklaces,3.3,1/12/2018,415.0
P-6707,B-1770,jewellery,necklaces chains,chains,4.4,21/6/2015,1207.0
P-6376,B-3078,footwear,men s footwear,formal shoes,3.5,29/12/2018,991.0
P-10012,B-2627,home decor festive needs,wall decor clocks,paintings,1.5,17/6/2019,797.0
P-5003,B-1318,jewellery,rings,unknown,1.5,6/1/2014,3495.0
P-11925,B-3197,jewellery,necklaces chains,necklaces,3.9,1/12/2016,401.0
P-8229,B-2372,clothing,women s clothing,western wear,3.4,30/12/2014,398.0
P-11051,B-3078,clothing,women s clothing,western wear,4.6,7/1/2015,563.0
P-11285,B-2984,computers,network components,routers,3.6,1/12/2012,1909.0
P-7570,B-3078,footwear,women s footwear,casual shoes,1.9,1/12/2015,791.0
P-11390,B-3078,clothing,women s clothing,western wear,2.1,7/1/2016,641.0
P-3824,B-983,automotive,accessories spare parts,car electronics accessories,3.6,1/12/2018,242.0
P-1644,B-3078,clothing,women s clothing,western wear,5.0,30/12/2016,468.0
P-11575,B-3094,jewellery,bangles bracelets armlets,bangles,4.1,30/12/2018,342.0
P-2639,B-664,clothing,kids clothing,girls wear,2.5,15/6/2020,645.0
P-4794,B-1265,sports fitness,team sports,cricket,3.8,30/4/2014,385.0
P-11399,B-3032,pens stationery,office supplies,tucasa office supplies,1.3,2/3/2018,742.0
P-1184,B-3078,footwear,women s footwear,wedges,2.2,29/12/2018,709.0
P-3748,B-960,clothing,women s clothing,combo sets,1.4,13/4/2018,1192.0
P-5502,B-1465,tools hardware,tools,gardening tools,3.0,7/1/2014,596.0
P-7617,B-3078,clothing,men s clothing,t shirts,5.0,13/12/2018,391.0
P-6752,B-1793,jewellery,rings,manirathnum manirathnum garnet peridot gemston,1.8,28/3/2016,374.0
P-7672,B-3078,clothing,men s clothing,t shirts,1.3,13/12/2015,242.0
P-35,B-1,automotive,accessories spare parts,car interior exterior,3.6,1/12/2018,1455.0
P-5847,B-1526,footwear,women s footwear,flats,1.6,24/4/2019,1744.0
P-8965,B-2307,jewellery,rings,unknown,2.5,1/1/2020,25960.0
P-6689,B-378,clothing,women s clothing,lingerie sleep swimwear,1.2,7/1/2018,396.0
P-5531,B-1470,footwear,men s footwear,sports shoes,3.9,4/4/2015,1292.0
P-4530,B-3078,clothing,women s clothing,ethnic wear,1.8,7/1/2017,740.0
P-9078,B-2326,jewellery,rings,unknown,2.6,1/1/2019,25699.0
P-4741,B-1260,jewellery,necklaces chains,necklaces,3.4,1/12/2018,475.0
P-10776,B-2847,home furnishing,living,sofa covers,1.5,26/5/2016,689.0
P-10435,B-2741,automotive,accessories spare parts,car interior exterior,4.5,21/4/2019,352.0
P-11644,B-3123,jewellery,accessories,brooches,2.9,28/2/2020,442.0
P-3870,B-3078,footwear,women s footwear,heels,3.7,29/12/2018,995.0
P-9007,B-2307,jewellery,rings,unknown,3.1,1/1/2020,20861.0
P-9505,B-2459,jewellery,accessories,brooches,1.1,28/2/2013,545.0
P-12045,B-3215,baby care,baby kids gifts,stickers,4.2,1/12/2018,1330.0
P-2097,B-467,clothing,women s clothing,sports gym wear,1.2,1/4/2019,595.0
P-11543,B-3082,jewellery,necklaces chains,necklaces,2.7,1/12/2014,392.0
P-4817,B-1270,clothing,men s clothing,sports wear,3.6,13/6/2019,5943.0
P-2175,B-495,clothing,women s clothing,western wear,2.0,26/3/2017,698.0
P-10499,B-3078,sports fitness,other sports,swimming,5.0,3/1/2019,246.0
P-1661,B-3078,footwear,women s footwear,heels,3.2,6/1/2015,493.0
P-8937,B-2307,jewellery,rings,unknown,4.0,1/1/2020,16359.0
P-6391,B-2679,clothing,men s clothing,shirts,4.5,6/1/2015,597.0
P-4378,B-1140,home decor festive needs,garden leisure,garden stakes,2.8,1/1/2015,944.0
P-11363,B-3017,clothing,women s clothing,lingerie sleep swimwear,4.3,2/4/2013,1616.0
P-6450,B-1681,footwear,men s footwear,formal shoes,3.7,5/6/2014,1364.0
P-6366,B-2372,clothing,men s clothing,shirts,4.0,6/12/2018,490.0
P-5106,B-3078,clothing,men s clothing,shirts,4.0,6/12/2016,757.0
P-5014,B-2372,clothing,men s clothing,shirts,1.2,6/12/2017,779.0
P-1466,B-3078,footwear,women s footwear,flats,2.5,7/1/2013,241.0
P-3207,B-3078,watches,wrist watches,eleganzza wrist watches,3.5,4/12/2015,495.0
P-1679,B-3078,clothing,men s clothing,jeans,2.9,12/12/2016,594.0
P-3841,B-3078,beauty and personal care,fragrances,deodorants,1.3,1/12/2018,396.0
P-1497,B-276,jewellery,accessories,brooches,3.5,28/2/2017,697.0
P-774,B-133,automotive,accessories spare parts,car interior exterior,4.6,1/12/2014,1596.0
P-4515,B-2373,clothing,women s clothing,western wear,2.9,30/12/2014,393.0
P-2025,B-438,footwear,men s footwear,formal shoes,2.1,5/6/2013,1198.0
P-6321,B-1647,laser x checkered men s boxer pack of 4,unknown,unknown,3.7,5/5/2018,640.0
P-3907,B-1008,kitchen dining,lighting,bulbs,2.6,31/12/2012,394.0
P-7467,B-2000,newgen tech eo hs3303 218 wired headset white,unknown,unknown,3.1,12/6/2020,199.0
P-3422,B-884,home decor festive needs,table decor handicrafts,showpieces,3.2,1/1/2014,907.0
P-11402,B-3033,jewellery,necklaces chains,necklaces,3.4,1/12/2016,192.0
P-3453,B-897,kitchen dining,bar glassware,bar glasses,4.3,16/4/2015,549.0
P-3270,B-2373,clothing,women s clothing,western wear,1.2,30/12/2018,497.0
P-12214,B-3260,baby care,infant wear,baby girls clothes,4.5,7/6/2017,748.0
P-1633,B-331,baby care,infant wear,baby girls clothes,3.4,22/3/2017,842.0
P-3009,B-772,footwear,women s footwear,heels,3.5,11/6/2017,1138.0
P-10163,B-2695,computers,laptop accessories,adapters,5.0,11/3/2019,534.0
P-9406,B-2416,footwear,men s footwear,formal shoes,4.2,5/6/2016,890.0
P-9776,B-2548,computers,network components,routers,3.2,1/12/2018,17990.0
P-6025,B-3078,footwear,men s footwear,casual shoes,1.8,29/12/2019,1592.0
P-12290,B-3274,automotive,accessories spare parts,spares performance parts,1.3,31/12/2018,332.0
P-8088,B-2136,watches,wrist watches,palito wrist watches,4.0,24/4/2020,193.0
P-5048,B-3078,clothing,women s clothing,western wear,2.4,31/12/2014,349.0
P-6565,B-1726,beauty and personal care,hair care,hair colors,4.1,22/5/2020,3292.0
P-622,B-133,automotive,accessories spare parts,car interior exterior,2.4,1/12/2013,1594.0
P-6554,B-3078,clothing,women s clothing,fusion wear,4.6,29/12/2019,572.0
P-2357,B-560,jewellery,bangles bracelets armlets,bangles,4.4,30/12/2013,492.0
P-12170,B-3246,toys school supplies,action figures,wishkey action figures,4.5,3/3/2018,299.0
P-7631,B-2039,footwear,men s footwear,casual shoes,1.8,7/3/2017,991.0
P-9488,B-2451,home decor festive needs,showpieces,ethnic,2.9,1/12/2018,650.0
P-1412,B-247,computers,network components,routers,4.0,1/12/2012,6500.0
P-5705,B-1517,jewellery,rings,unknown,3.0,1/1/2018,21812.0
P-1546,B-293,clothing,women s clothing,ethnic wear,2.5,13/6/2018,472.0
P-4479,B-1182,home furnishing,curtains accessories,curtains,1.0,31/12/2012,1298.0
P-11847,B-3187,jewellery,bangles bracelets armlets,bangles,4.7,30/12/2014,749.0
P-6599,B-397,clothing,women s clothing,lingerie sleep swimwear,3.0,7/1/2016,427.0
P-5496,B-3078,beauty and personal care,fragrances,deodorants,1.5,1/12/2013,321.0
P-12419,B-3303,jewellery,bangles bracelets armlets,bracelets,4.3,20/12/2019,1695.0
P-9995,B-2619,kitchen dining,cookware,pots pans,3.7,1/12/2016,530.0
P-6408,B-1666,bags wallets belts,bags,backpacks,4.0,24/5/2013,983.0
P-1656,B-340,computers,network components,routers,3.9,1/12/2012,8190.0
P-2079,B-462,mobiles accessories,mobile accessories,screen protectors,1.8,12/3/2019,273.0
P-11438,B-3049,automotive,accessories spare parts,spares performance parts,4.8,31/12/2019,493.0
P-7676,B-3078,clothing,men s clothing,t shirts,4.4,13/12/2013,494.0
P-10264,B-3078,watches,wrist watches,sonata wrist watches,4.5,7/1/2018,947.0
P-3719,B-3078,watches,wrist watches,felix wrist watches,5.0,4/12/2019,546.0
P-4567,B-1211,home furnishing,living room furnishing,cushion covers,2.3,26/6/2014,479.0
P-5005,B-3078,clothing,women s clothing,ethnic wear,2.2,1/12/2016,291.0
P-3672,B-942,mobiles accessories,tablet accessories,cases covers,2.8,31/12/2015,295.0
P-9391,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,3.6,1/12/2018,197.0
P-10016,B-2630,home decor festive needs,showpieces,ethnic,2.8,1/12/2014,597.0
P-5406,B-3078,clothing,women s clothing,ethnic wear,4.1,1/12/2019,949.0
P-4309,B-1115,tools hardware,tools,gardening tools,1.3,7/1/2019,496.0
P-7317,B-1958,footwear,kids infant footwear,for boys,3.8,2/6/2020,956.0
P-11305,B-2992,computers,audio players,mp4 video mp3 players,3.8,4/1/2015,3450.0
P-678,B-133,automotive,accessories spare parts,car interior exterior,1.0,1/12/2017,1597.0
P-8604,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.6,1/12/2016,297.0
P-11833,B-3182,vishudh printed women s anarkali kurta,unknown,unknown,2.3,5/4/2017,1043.0
P-8954,B-2307,jewellery,rings,unknown,4.7,1/1/2014,26267.0
P-11211,B-2959,baby care,infant wear,baby girls clothes,3.6,2/3/2017,399.0
P-6550,B-3078,clothing,women s clothing,western wear,3.2,1/12/2015,895.0
P-3709,B-3078,clothing,women s clothing,western wear,2.3,7/1/2017,244.0
P-10053,B-3078,clothing,women s clothing,ethnic wear,1.2,30/12/2015,694.0
P-3292,B-3078,beauty and personal care,fragrances,deodorants,4.3,1/12/2019,341.0
P-2662,B-3078,clothing,women s clothing,ethnic wear,2.5,31/12/2017,394.0
P-11391,B-3027,clothing,women s clothing,western wear,2.9,10/5/2014,385.0
P-118,B-30,jewellery,necklaces chains,necklaces,2.3,1/12/2014,597.0
P-3265,B-3078,beauty and personal care,fragrances,deodorants,4.3,1/12/2016,392.0
P-7795,B-3078,clothing,men s clothing,t shirts,2.8,13/12/2016,418.0
P-9370,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.6,1/12/2013,194.0
P-3143,B-810,tools hardware,tools,gardening tools,1.7,7/1/2017,541.0
P-7439,B-1994,computers,network components,routers,1.0,1/12/2013,1242.0
P-4744,B-1260,jewellery,necklaces chains,necklaces,1.6,1/12/2014,471.0
P-9100,B-3078,clothing,women s clothing,fusion wear,1.8,7/1/2014,378.0
P-1858,B-405,jewellery,rings,unknown,3.7,6/1/2020,20413.0
P-669,B-133,automotive,accessories spare parts,car interior exterior,4.1,1/12/2015,1594.0
P-3975,B-1020,jewellery,rings,unknown,4.8,1/1/2016,30758.0
P-5749,B-1517,jewellery,rings,unknown,1.8,1/1/2018,26229.0
P-6455,B-3078,clothing,men s clothing,cargos shorts 3 4ths,3.6,4/1/2013,1070.0
P-7000,B-3078,clothing,women s clothing,western wear,2.7,1/12/2019,693.0
P-9876,B-2586,clothing,women s clothing,ethnic wear,3.7,11/5/2015,541.0
P-9399,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.5,1/12/2012,197.0
P-7583,B-2026,jewellery,necklaces chains,necklaces,4.0,31/12/2012,17814.0
P-274,B-78,jewellery,jewellery sets,unknown,2.7,31/12/2016,299.0
P-12044,B-3215,baby care,baby kids gifts,stickers,4.2,1/12/2016,2062.0
P-9530,B-2463,home decor festive needs,showpieces,s c handicrafts showpieces,4.3,1/12/2012,8897.0
P-6621,B-1739,home entertainment,video players accessories,video accessories,4.1,24/4/2017,238.0
P-9917,B-2599,home furnishing,living,unknown,2.5,20/12/2013,743.0
P-7140,B-3078,footwear,men s footwear,formal shoes,2.0,29/12/2012,1999.0
P-10581,B-3078,clothing,men s clothing,winter seasonal wear,4.0,29/12/2017,1049.0
P-9886,B-3078,clothing,women s clothing,ethnic wear,3.7,29/12/2017,345.0
P-2122,B-3078,clothing,men s clothing,t shirts,1.9,7/1/2020,396.0
P-2328,B-3078,beauty and personal care,fragrances,deodorants,1.0,1/12/2012,272.0
P-9453,B-2439,jewellery,bangles bracelets armlets,bangles,3.5,20/12/2015,217.0
P-7358,B-1973,home decor festive needs,table decor handicrafts,decorative platters,4.9,4/1/2017,594.0
P-6497,B-1703,computers,network components,routers,4.0,1/12/2012,8993.0
P-3581,B-3078,clothing,women s clothing,western wear,3.5,7/1/2020,343.0
P-2920,B-748,toys school supplies,action figures,disney action figures,4.6,28/3/2014,289.0
P-4173,B-3078,clothing,men s clothing,accessories combo sets,4.6,31/12/2014,448.0
P-6445,B-3078,sports fitness,team sports,basketball,4.5,29/12/2018,981.0
P-8,B-3078,footwear,men s footwear,formal shoes,2.4,29/12/2013,546.0
P-6392,B-3078,clothing,men s clothing,jeans,2.8,4/12/2018,1611.0
P-11680,B-3078,clothing,women s clothing,western wear,3.6,7/1/2019,591.0
P-9408,B-3078,clothing,men s clothing,winter seasonal wear,4.3,29/12/2018,391.0
P-11796,B-3172,jewellery,nose rings studs,unknown,3.1,31/12/2014,695.0
P-6964,B-3078,clothing,women s clothing,western wear,1.5,1/12/2017,722.0
P-5768,B-1517,jewellery,rings,unknown,4.7,1/1/2015,35994.0
P-5738,B-1517,jewellery,rings,unknown,3.2,1/1/2016,20124.0
P-1446,B-2372,clothing,women s clothing,western wear,2.7,30/12/2014,371.0
P-4113,B-1062,footwear,men s footwear,casual shoes,1.3,7/3/2019,467.0
P-5521,B-1466,jewellery,necklaces chains,necklaces,2.2,1/12/2013,243.0
P-3276,B-850,mobiles accessories,tablet accessories,cases covers,1.5,1/1/2015,1692.0
P-12298,B-378,automation robotics,smart door locks,unknown,3.0,4/1/2018,16998.0
P-7072,B-3078,clothing,women s clothing,western wear,1.8,1/12/2013,830.0
P-5779,B-1517,jewellery,rings,unknown,4.4,1/1/2014,26445.0
P-9716,B-2530,furniture,pet furniture,unknown,4.3,29/12/2017,293.0
P-9012,B-2307,jewellery,rings,unknown,2.1,1/1/2014,39201.0
P-4492,B-3078,clothing,women s clothing,western wear,4.8,30/12/2017,491.0
P-9181,B-2362,clothing,women s clothing,western wear,2.9,11/6/2015,590.0
P-12526,B-3078,footwear,men s footwear,casual shoes,3.3,29/12/2014,1344.0
P-7044,B-1866,sunglasses,mikado aviator sunglasses,unknown,3.8,10/6/2018,170.0
P-2222,B-3078,watches,wrist watches,cb fashion wrist watches,1.7,31/12/2013,680.0
P-1903,B-405,jewellery,rings,unknown,2.1,7/1/2013,17105.0
P-3909,B-3078,clothing,women s clothing,western wear,3.8,1/1/2013,465.0
P-2385,B-3078,clothing,women s clothing,western wear,4.2,7/1/2016,566.0
P-444,B-101,home improvement,lawn gardening,plants,2.1,7/1/2018,72.0
P-5789,B-3078,clothing,women s clothing,western wear,3.3,30/12/2015,290.0
P-10364,B-2741,automotive,accessories spare parts,bike essentials,2.7,18/3/2019,455.0
P-8443,B-3078,beauty and personal care,fragrances,deodorants,3.9,1/12/2014,233.0
P-6276,B-2373,clothing,women s clothing,western wear,2.1,30/12/2014,346.0
P-1731,B-362,home decor festive needs,showpiece,bharatcraft showpiece,4.1,8/5/2020,1114.0
P-12337,B-3283,clothing,men s clothing,ethnic wear,5.0,3/3/2015,596.0
P-2438,B-587,coirfit single coir mattress,unknown,unknown,1.2,10/5/2018,7790.0
P-1940,B-414,clothing,kids clothing,boys wear,3.2,2/3/2015,475.0
P-2279,B-2372,clothing,women s clothing,western wear,3.6,30/12/2014,470.0
P-12371,B-3292,clothing,kids clothing,girls wear,1.9,26/5/2017,493.0
P-1388,B-3078,footwear,women s footwear,flats,3.4,7/1/2016,597.0
P-7913,B-2111,furniture,kids room furniture,kids tables seating,4.5,3/3/2014,997.0
P-1573,B-309,home furnishing,bath linen,towels,3.4,20/12/2019,485.0
P-3591,B-925,clothing,women s clothing,ethnic wear,1.2,20/5/2014,2645.0
